concept_id_1,concept_id_2,concept_code_1,concept_code_2,vocabulary_id_1,vocabulary_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
2000000172,2000000485,111,112,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000485,2000000066,112,116,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000485,2000000483,112,134,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000485,2000000283,112,449,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000485,2000000172,112,111,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000485,2000002189,112,153,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000485,46235215,112,76691-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000066,2000000485,116,112,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000363,2000000304,12,13,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000288,2000000141,121,70,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000288,2000000376,121,470,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000145,2000001573,125,126,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000145,2000000043,125,358,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000145,2000000144,125,356,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000145,45912714,125,3,SDOH,Race,Maps to,2023-09-29,2099-12-31,
2000001573,2000001575,126,Race/Ethnicity,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001573,2000000927,126,194,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001573,2000000283,126,449,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000001573,2000000145,126,125,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001573,2000002245,126,166,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001573,2000000101,126,130,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001573,2000000996,126,198,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001573,2000001574,126,OMOP5182131,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000001732,2000001735,128,661,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000304,2000000280,13,49,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000304,40769010,13,66337-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000360,13,192,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,4195380,13,68130003,SDOH,SNOMED,Maps to,2023-09-29,2099-12-31,
2000000304,46234751,13,76460-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000363,13,12,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000362,13,19,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000015,13,OMOP5181977,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000296,13,OMOP5181862,SDOH,SDOH,Is a,2023-09-29,2099-12-31,
2000000304,2000001704,13,26,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000703,13,36,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,2000000361,13,164,SDOH,SDOH,Subsumes,2023-09-29,2099-12-31,
2000000304,35815026,13,104900,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000304,35815027,13,104910,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000304,40014245,13,104920,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000304,35609828,13,1086511000000107,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,35953660,13,10962,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000304,35958913,13,10971,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000304,36685589,13,1099601000000102,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,36685599,13,1099701000000109,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,36685604,13,1099751000000105,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,36685614,13,1099851000000102,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,3033487,13,28323-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3022091,13,28324-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3012730,13,28325-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3006951,13,28501-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3006630,13,28502-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3027725,13,28503-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,4126082,13,288325001,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,3037318,13,38223-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,4310055,13,391105003,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,3051356,13,46858-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3051660,13,46859-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,3050385,13,46860-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,4165523,13,4751000,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,35955503,13,6164,SDOH,UK Biobank,Subsumes,2023-09-29,2099-12-31,
2000000304,40765297,13,62561-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765544,13,62812-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765555,13,62823-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765562,13,62830-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765563,13,62831-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765564,13,62832-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765566,13,62834-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765568,13,62836-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765574,13,62842-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765576,13,62844-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40765577,13,62845-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40766588,13,63867-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40768911,13,66233-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40768917,13,66239-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40768958,13,66281-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40768963,13,66286-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,40769007,13,66333-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,44804877,13,770231000000109,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,46235931,13,77242-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,46236003,13,77293-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36203098,13,77582-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36203106,13,77591-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36203107,13,77592-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36203108,13,77593-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36203109,13,77594-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36203110,13,77595-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,21493650,13,82287-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,21493653,13,82290-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,21493654,13,82291-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,21493655,13,82292-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,21493656,13,82293-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,21493657,13,82294-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,44808782,13,859981000000107,SDOH,SNOMED,Subsumes,2023-09-29,2099-12-31,
2000000304,36305959,13,88379-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304191,13,88380-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304809,13,88388-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304279,13,88402-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304455,13,88412-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304269,13,88419-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36305842,13,88420-5,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36305183,13,88421-3,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304917,13,88422-1,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304670,13,88423-9,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36303258,13,88424-7,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36303989,13,88425-4,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304351,13,88426-2,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36303332,13,88427-0,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36304707,13,88428-8,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
2000000304,36306100,13,88429-6,SDOH,LOINC,Subsumes,2023-09-29,2099-12-31,
